Equipo Local,Goles,Ataque,Medio,Defensa,Goles_Acumulados,Equipo Visitante,Goles.1,Ataque.1,Medio.1,Defensa.1,Goles_Acumulados.1,Día,Hora,Jornada,Resultado,cod_est,tmin,tmed,tmax,prec,presmin,presmax,velmedia,rachaviento
Real Sociedad,3,80,78,76,57,Atlético de Madrid,0,85,82,83,54,2018-04-19,19:30,33,2,1014A,17.3,22.1,26.9,0.0,1019.0,1020.9,3.3,9.7
Levante,1,75,76,75,28,Málaga,0,75,75,75,20,2018-04-19,19:30,33,2,8414A,9.8,14.8,19.7,0.0,1015.8,1017.9,5.0,10.8
Alavés,1,77,75,74,29,Girona,2,79,76,75,44,2018-04-19,21:30,33,0,9091R,8.7,16.4,24.1,0.0,961.7,964.0,4.2,12.8
Betis,1,79,79,76,53,Las Palmas,0,77,74,75,22,2018-04-19,21:30,33,2,5783,11.3,19.0,26.7,0.0,1010.9,1016.9,6.1,12.5
Leganés,0,74,75,74,28,Deportivo de La Coruña,0,79,77,77,32,2018-04-20,21:00,34,1,3195,12.3,17.4,22.5,0.0,940.8,944.3,3.3,12.2
Celta de Vigo,1,78,78,78,52,Valencia,1,80,80,80,61,2018-04-21,13:00,34,1,1495,12.9,18.6,24.4,0.0,983.8,987.0,2.5,11.7
Eibar,0,77,78,75,37,Getafe,1,75,74,75,38,2018-04-21,16:15,34,0,1037Y,13.8,19.9,26.0,0.0,965.5,969.6,1.4,11.4
Girona,0,79,76,75,46,Espanyol,2,79,78,76,26,2018-04-22,12:00,34,0,0367,8.9,17.0,25.0,0.0,999.9,1002.4,3.9,11.4
Málaga,2,75,75,75,20,Real Sociedad,0,80,78,76,60,2018-04-22,16:15,34,2,6156X,14.1,19.1,24.1,3.4,1005.3,1009.6,2.2,6.4
Las Palmas,0,77,74,75,22,Alavés,4,77,75,74,30,2018-04-22,18:30,34,0,C659M,17.0,19.0,20.9,2.1,1011.7,1015.7,4.2,10.6
Atlético de Madrid,0,85,82,83,54,Betis,0,79,79,76,54,2018-04-22,20:45,34,1,3195,13.0,18.0,22.9,0.05,937.0,941.2,1.9,7.8
Athletic Club,1,81,79,78,36,Levante,3,75,76,75,29,2018-04-23,21:00,34,0,1082,13.6,15.5,17.4,0.3,1015.1,1018.0,1.4,6.7
Sevilla,3,80,80,79,41,Real Madrid,2,86,86,86,80,2018-05-09,20:00,34,2,5783,16.2,18.9,21.6,0.0,1008.4,1011.5,5.0,10.3
Barcelona,5,93,84,84,83,Villarreal,1,79,79,80,45,2018-05-09,21:30,34,2,0076,14.7,18.3,21.9,0.05,1008.2,1010.3,3.6,7.8
Levante,2,75,76,75,32,Sevilla,1,80,80,79,44,2018-04-27,21:00,35,2,8414A,12.7,18.6,24.4,1.7,1001.4,1007.2,3.9,8.9
Villarreal,4,79,79,80,46,Celta de Vigo,1,78,78,78,53,2018-04-28,13:00,35,2,8500A,15.4,18.5,21.6,0.6,1000.9,1007.3,2.2,8.1
Real Madrid,2,86,86,86,82,Leganés,1,74,75,74,28,2018-04-28,16:15,35,2,3195,10.2,14.4,18.7,6.2,930.1,935.1,3.6,11.9
Real Sociedad,3,80,78,76,60,Athletic Club,1,81,79,78,37,2018-04-28,18:30,35,2,1014A,11.0,12.2,13.3,1.7,1005.8,1015.0,2.2,8.3
Espanyol,1,79,78,76,28,Las Palmas,1,77,74,75,22,2018-04-28,20:45,35,1,0076,15.8,18.4,21.1,0.4,1007.3,1012.1,2.5,6.7
Deportivo de La Coruña,2,79,77,77,32,Barcelona,4,93,84,84,88,2018-04-29,12:00,35,0,1387,8.7,10.8,13.0,5.8,998.9,1005.6,4.4,11.9
Valencia,0,80,80,80,62,Eibar,0,77,78,75,37,2018-04-29,16:15,35,1,8414A,13.0,16.8,20.7,0.0,998.1,1007.6,9.4,21.1
Getafe,1,75,74,75,39,Girona,1,79,76,75,46,2018-04-29,18:30,35,1,3195,4.0,8.3,12.6,3.8,928.3,937.0,4.4,14.4
Alavés,0,77,75,74,34,Atlético de Madrid,1,85,82,83,54,2018-04-29,20:45,35,0,9091R,5.4,9.8,14.1,12.3,945.7,952.2,2.2,12.5
Betis,2,79,79,76,54,Málaga,1,75,75,75,22,2018-04-30,21:00,35,2,5783,6.9,12.4,17.8,3.5,1011.6,1014.5,3.3,11.4
Sevilla,1,80,80,79,45,Real Sociedad,0,80,78,76,63,2018-05-04,21:00,36,2,5783,11.6,18.8,25.9,0.0,1007.0,1011.4,3.1,14.4
Villarreal,1,79,79,80,50,Valencia,0,80,80,80,62,2018-05-05,13:00,36,2,8500A,13.1,17.6,22.2,0.0,1009.2,1013.1,1.7,6.7
Celta de Vigo,1,78,78,78,54,Deportivo de La Coruña,1,79,77,77,34,2018-05-05,16:15,36,1,1495,9.1,16.0,22.8,0.0,984.9,987.2,3.9,10.3
Athletic Club,2,81,79,78,38,Betis,0,79,79,76,56,2018-05-05,18:30,36,2,1082,7.9,12.8,17.7,0.0,1015.2,1017.9,2.5,7.2
Girona,1,79,76,75,47,Eibar,4,77,78,75,37,2018-05-05,20:45,36,0,0367,11.8,17.1,22.4,3.3,997.1,1001.3,3.1,8.9
Las Palmas,0,77,74,75,23,Getafe,1,75,74,75,40,2018-05-06,12:00,36,0,C659M,16.0,18.8,21.6,3.8,1012.4,1015.3,2.5,9.2
Atlético de Madrid,0,85,82,83,55,Espanyol,2,79,78,76,29,2018-05-06,16:15,36,0,3195,12.8,18.4,24.0,1.5,937.6,942.1,1.7,12.8
Málaga,0,75,75,75,23,Alavés,3,77,75,74,34,2018-05-06,18:30,36,0,6156X,12.7,17.5,22.3,0.0,1008.6,1011.6,2.8,7.8
Barcelona,2,93,84,84,92,Real Madrid,2,86,86,86,84,2018-05-06,20:45,36,1,0076,14.8,18.6,22.5,2.6,1015.4,1018.6,4.2,12.5
Leganés,0,74,75,74,29,Levante,3,75,76,75,34,2018-05-07,21:00,36,0,3195,12.4,17.6,22.7,13.5,936.4,940.6,1.4,16.7
Girona,0,79,76,75,48,Valencia,1,80,80,80,62,2018-05-12,16:15,37,0,0367,8.7,16.2,23.7,44.0,995.7,1001.2,4.7,15.0
Alavés,3,77,75,74,37,Athletic Club,1,81,79,78,40,2018-05-12,18:30,37,2,9091R,2.0,6.2,10.3,3.1,955.6,961.8,2.5,15.0
Deportivo de La Coruña,2,79,77,77,35,Villarreal,4,79,79,80,51,2018-05-12,18:30,37,0,1387,9.5,11.9,14.3,5.6,1010.4,1016.3,6.7,13.6
Real Madrid,6,86,86,86,86,Celta de Vigo,0,78,78,78,55,2018-05-12,18:30,37,2,3195,10.5,15.4,20.2,0.0,937.4,941.4,3.1,11.1
Getafe,0,75,74,75,41,Atlético de Madrid,1,85,82,83,55,2018-05-12,18:30,37,0,3195,10.5,15.4,20.2,0.0,937.4,941.4,3.1,11.1
Betis,2,79,79,76,56,Sevilla,2,80,80,79,46,2018-05-12,18:30,37,1,5783,12.2,18.2,24.2,0.0,1013.3,1017.5,5.0,12.5
Eibar,1,77,78,75,41,Las Palmas,0,77,74,75,23,2018-05-12,18:30,37,2,1037Y,6.0,8.7,11.4,9.9,964.7,970.5,1.4,11.1
Real Sociedad,3,80,78,76,63,Leganés,2,74,75,74,29,2018-05-12,20:45,37,2,1014A,8.7,11.8,14.9,31.1,1014.5,1021.4,3.6,11.7
Espanyol,4,79,78,76,31,Málaga,1,75,75,75,23,2018-05-13,16:15,37,2,0076,10.1,15.0,19.8,0.0,1012.7,1016.7,5.6,14.4
Levante,5,75,76,75,37,Barcelona,4,93,84,84,94,2018-05-13,20:45,37,2,8414A,11.9,18.3,24.7,0.0,1007.5,1012.2,4.7,11.7
Celta de Vigo,4,78,78,78,55,Levante,2,75,76,75,42,2018-05-19,13:00,38,2,1495,14.7,19.6,24.4,0.0,985.2,987.4,4.4,10.8
Sevilla,1,80,80,79,48,Alavés,0,77,75,74,40,2018-05-19,16:15,38,2,5783,15.1,21.6,28.2,11.4,1009.1,1012.1,3.1,12.8
Málaga,0,75,75,75,24,Getafe,1,75,74,75,41,2018-05-19,18:30,38,0,6156X,15.0,19.2,23.3,0.0,1009.5,1011.6,2.8,6.7
Las Palmas,1,77,74,75,23,Girona,2,79,76,75,48,2018-05-19,18:30,38,0,C659M,18.1,20.2,22.2,0.0,1014.4,1016.7,2.5,8.6
Leganés,3,74,75,74,31,Betis,2,79,79,76,58,2018-05-19,18:30,38,2,3195,13.6,19.5,25.4,0.1,937.3,941.1,0.6,11.1
Villarreal,2,79,79,80,55,Real Madrid,2,86,86,86,92,2018-05-19,20:45,38,1,8500A,14.1,19.4,24.7,0.0,1009.8,1012.2,1.9,7.2
Athletic Club,0,81,79,78,41,Espanyol,1,79,78,76,35,2018-05-20,12:00,38,0,1082,11.4,16.3,21.2,0.0,1009.0,1015.1,3.3,8.9
Barcelona,1,93,84,84,98,Real Sociedad,0,80,78,76,66,2018-05-20,16:15,38,2,0076,16.6,20.4,24.3,0.0,1012.4,1015.5,4.2,8.3
Valencia,2,80,80,80,63,Deportivo de La Coruña,1,79,77,77,37,2018-05-20,18:30,38,2,8414A,11.8,18.2,24.7,0.0,1005.3,1009.2,3.3,9.2
Atlético de Madrid,2,85,82,83,56,Eibar,2,77,78,75,42,2018-05-20,20:45,38,1,3195,13.3,17.9,22.5,0.0,934.4,939.6,1.1,12.8
