Equipo Local,Goles,Ataque,Medio,Defensa,Goles_Acumulados,Equipo Visitante,Goles.1,Ataque.1,Medio.1,Defensa.1,Goles_Acumulados.1,Día,Hora,Jornada,Resultado,cod_est,tmin,tmed,tmax,prec,presmin,presmax,velmedia,rachaviento
Valencia,2,79,80,79,34,Sevilla,1,79,80,80,44,2016-04-10,16:00,32,2,8414A,"8,0","15,0","22,1",Ip,"996,8","1002,6","3,1","9,7"
Villarreal,2,79,79,79,39,Getafe,0,73,75,74,28,2016-04-10,18:15,32,2,8500A,"10,3","15,4","20,5","0,0","1000,0","1004,3","2,2","7,8"
Athletic Club,1,78,78,78,49,Rayo Vallecano,0,75,75,74,41,2016-04-10,20:30,32,2,1082,"5,5","13,6","21,8","0,4","992,8","1001,6","3,1","20,0"
Deportivo de La Coruña,1,79,74,74,40,Las Palmas,3,73,71,70,34,2016-04-11,20:30,32,0,1387,"5,2","9,6","14,0","4,8","992,8","997,4","5,3","15,8"
Levante,2,76,75,73,28,Espanyol,1,76,75,74,33,2016-04-15,20:30,33,2,8414A,"9,9","15,8","21,6","0,0","1000,8","1005,8","1,9","8,9"
Getafe,1,73,75,74,28,Real Madrid,5,86,86,83,84,2016-04-16,16:00,33,0,3195,"9,9","11,8","13,8","14,7","932,7","935,9","2,8","14,4"
Las Palmas,1,73,71,70,37,Sporting de Gijón,1,73,74,73,32,2016-04-16,18:15,33,1,C659M,"17,3","20,2","23,0","0,0","1007,0","1010,9","1,7","6,4"
Eibar,2,74,73,72,43,Real Sociedad,1,77,77,76,40,2016-04-16,20:30,33,2,1050J,"10,5","14,8","19,1","5,8","990,7","997,5","1,1","14,2"
Celta de Vigo,1,77,76,76,45,Betis,1,77,75,75,29,2016-04-16,22:05,33,1,1495,"9,4","11,4","13,3","15,1","974,8","981,0","2,2","7,8"
Málaga,0,75,76,75,30,Athletic Club,1,78,78,78,50,2016-04-17,12:00,33,0,6156X,"15,7","20,6","25,5","0,0","1008,0","1011,1","1,4","7,5"
Sevilla,1,79,80,80,45,Deportivo de La Coruña,1,79,74,74,41,2016-04-17,16:00,33,1,5783,"13,0","17,5","22,0","0,0","1010,9","1013,5","3,1","8,3"
Atlético de Madrid,3,81,80,81,54,Granada,0,73,73,74,33,2016-04-17,18:15,33,2,3195,"7,1","12,2","17,4","0,0","934,7","940,1","2,5","9,2"
Rayo Vallecano,2,75,75,74,41,Villarreal,1,79,79,79,41,2016-04-17,18:15,33,2,3195,"7,1","12,2","17,4","0,0","934,7","940,1","2,5","9,2"
Barcelona,1,91,85,82,87,Valencia,2,79,80,79,36,2016-04-17,20:30,33,0,0076,"13,8","18,2","22,7","0,0","1009,5","1016,5","6,4","12,5"
Espanyol,1,76,75,74,34,Celta de Vigo,1,77,76,76,46,2016-04-19,20:00,34,1,0076,"9,9","14,8","19,8","0,0","1017,5","1021,7","3,9","10,8"
Betis,1,77,75,75,30,Las Palmas,0,73,71,70,38,2016-04-19,21:00,34,2,5783,"13,9","16,2","18,4","13,6","1006,5","1011,1","2,2","6,7"
Deportivo de La Coruña,0,79,74,74,42,Barcelona,8,91,85,82,88,2016-04-20,20:00,34,0,1387,"12,1","15,3","18,5","0,0",-,-,"2,2","6,7"
Valencia,4,79,80,79,38,Eibar,0,74,73,72,45,2016-04-20,20:45,34,2,8414A,"12,6","16,0","19,5","0,0","1006,9","1011,9","3,9","13,3"
Sporting de Gijón,2,73,74,73,33,Sevilla,1,79,80,80,46,2016-04-20,20:45,34,2,1207U,"12,3","14,2","16,1","23,8","1007,7","1012,6","1,4","4,7"
Athletic Club,0,78,78,78,51,Atlético de Madrid,1,81,80,81,57,2016-04-20,20:45,34,0,1082,"11,6","16,6","21,7","1,7","1007,3","1012,2","5,0","15,3"
Málaga,1,75,76,75,30,Rayo Vallecano,1,75,75,74,43,2016-04-20,20:45,34,1,6156X,"12,5","15,4","18,4","4,0","1008,4","1016,6","3,1","11,7"
Real Madrid,3,86,86,83,89,Villarreal,0,79,79,79,42,2016-04-20,22:00,34,2,3195,"8,5","10,4","12,2","2,6","936,8","941,2","1,1","10,8"
Real Sociedad,1,77,77,76,41,Getafe,2,73,75,74,29,2016-04-21,20:30,34,0,1014A,"10,4","15,5","20,6","0,0","1015,4","1021,3","1,7","8,9"
Granada,5,73,73,74,33,Levante,1,76,75,73,30,2016-04-21,21:00,34,2,5530E,"5,0","13,2","21,4","0,0","952,5","956,2","0,8","7,8"
Las Palmas,4,73,71,70,38,Espanyol,0,76,75,74,35,2016-04-22,21:00,35,2,C659M,"17,6","20,4","23,1","0,0","1010,6","1012,9","1,7","6,1"
Rayo Vallecano,2,75,75,74,44,Real Madrid,3,86,86,83,92,2016-04-23,16:00,35,0,3195,"9,1","13,8","18,5","3,9","936,6","941,4","1,4","9,7"
Atlético de Madrid,1,81,80,81,58,Málaga,0,75,76,75,31,2016-04-23,18:15,35,2,3195,"9,1","13,8","18,5","3,9","936,6","941,4","1,4","9,7"
Barcelona,6,91,85,82,96,Sporting de Gijón,0,73,74,73,35,2016-04-23,20:30,35,2,0076,"12,0","15,6","19,3","1,2","1010,6","1015,7","4,4","13,3"
Eibar,1,74,73,72,45,Deportivo de La Coruña,1,79,74,74,42,2016-04-23,22:05,35,1,1050J,"7,6","11,1","14,6","8,8","1003,7","1006,8","0,8","5,6"
Levante,2,76,75,73,31,Athletic Club,2,78,78,78,51,2016-04-24,12:00,35,1,8414A,"10,6","17,9","25,2","0,0","1004,7","1008,5","5,3","12,8"
Sevilla,2,79,80,80,47,Betis,0,77,75,75,31,2016-04-24,16:00,35,2,5783,"12,0","19,2","26,3","0,0","1009,6","1012,9","1,9","7,8"
Getafe,2,73,75,74,31,Valencia,2,79,80,79,42,2016-04-24,18:15,35,1,3195,"7,5","12,8","18,2","0,0","938,9","940,7","1,7","8,9"
Villarreal,0,79,79,79,42,Real Sociedad,0,77,77,76,42,2016-04-24,20:30,35,1,8500A,"12,4","18,0","23,5","0,0","1007,0","1011,0","3,1","8,3"
Celta de Vigo,2,77,76,76,47,Granada,1,73,73,74,38,2016-04-25,20:30,35,2,1495,"8,0","14,9","21,8","0,0","984,9","988,1","4,4","10,8"
Sporting de Gijón,2,73,74,73,35,Eibar,0,74,73,72,46,2016-04-29,20:30,36,2,1207U,"4,4","9,8","15,3","2,8","1015,4","1018,8","2,2","8,3"
Real Sociedad,0,77,77,76,42,Real Madrid,1,86,86,83,95,2016-04-30,16:00,36,0,1014A,"10,1","12,8","15,5","0,9","1018,8","1029,6","5,3","13,3"
Atlético de Madrid,1,81,80,81,59,Rayo Vallecano,0,75,75,74,46,2016-04-30,18:15,36,2,3195,"8,4","14,1","19,8","0,0","939,3","947,6","3,1","10,6"
Betis,0,77,75,75,31,Barcelona,2,91,85,82,102,2016-04-30,20:30,36,0,5783,"14,8","21,1","27,4","0,0","1012,6","1016,3","2,2","8,3"
Granada,3,73,73,74,39,Las Palmas,2,73,71,70,42,2016-04-30,22:05,36,2,5530E,"10,4","18,3","26,2","0,0","950,8","954,8","2,5","9,7"
Athletic Club,2,78,78,78,53,Celta de Vigo,1,77,76,76,49,2016-05-01,12:00,36,2,1082,"3,5","8,9","14,3","0,0","1026,1","1027,6","3,3","9,7"
Espanyol,1,76,75,74,35,Sevilla,0,79,80,80,49,2016-05-01,16:00,36,2,0076,"8,0","14,6","21,1","0,0","1017,3","1021,5","5,6","13,6"
Deportivo de La Coruña,0,79,74,74,43,Getafe,2,73,75,74,33,2016-05-01,18:15,36,0,1387,"7,4","11,2","15,1","0,0","1020,4","1024,1","4,7","13,1"
Valencia,0,79,80,79,44,Villarreal,2,79,79,79,42,2016-05-01,20:30,36,0,8414A,"6,2","13,8","21,5","0,0","1013,6","1016,8","3,6","16,1"
Málaga,3,75,76,75,31,Levante,1,76,75,73,33,2016-05-02,20:30,36,2,6156X,"15,7","18,2","20,7","0,0","1013,3","1016,7","4,4","11,4"
Eibar,1,74,73,72,46,Betis,1,77,75,75,31,2016-05-08,17:00,37,1,1050J,"11,3","15,2","19,2","9,5","984,1","988,5","3,3","22,8"
Villarreal,0,79,79,79,44,Deportivo de La Coruña,2,79,74,74,43,2016-05-08,17:00,37,0,8500A,"15,2","16,4","17,6","9,4","999,4","1002,9","2,2","7,8"
Barcelona,5,91,85,82,104,Espanyol,0,76,75,74,36,2016-05-08,17:00,37,2,0076,"14,4","16,6","18,8","0,4","1005,8","1008,6","4,2","11,4"
Sevilla,1,79,80,80,49,Granada,4,73,73,74,42,2016-05-08,17:00,37,0,5783,"13,3","17,0","20,6","27,8","994,8","999,6","4,4","16,4"
Las Palmas,0,73,71,70,44,Athletic Club,0,78,78,78,55,2016-05-08,17:00,37,1,C659M,"18,3","21,4","24,6","1,9","999,1","1003,3","2,8","8,9"
Celta de Vigo,1,77,76,76,50,Málaga,0,75,76,75,34,2016-05-08,17:00,37,2,1495,"10,5","13,6","16,8","15,0","960,8","965,0","4,2","13,3"
Real Madrid,3,86,86,83,96,Valencia,2,79,80,79,44,2016-05-08,17:00,37,2,3195,"9,5","11,0","12,4","14,8","924,1","927,8","2,2","11,7"
Getafe,1,73,75,74,35,Sporting de Gijón,1,73,74,73,37,2016-05-08,17:00,37,1,3195,"9,5","11,0","12,4","14,8","924,1","927,8","2,2","11,7"
Levante,2,76,75,73,34,Atlético de Madrid,1,81,80,81,60,2016-05-08,17:00,37,2,8414A,"14,7","16,2","17,7","13,7","996,8","1000,2","3,9","8,3"
Real Sociedad,2,77,77,76,42,Rayo Vallecano,1,75,75,74,46,2016-05-08,17:00,37,2,1014A,"16,4","19,7","23,0","0,5","996,4","1001,3","4,7","18,6"
Valencia,0,79,80,79,46,Real Sociedad,1,77,77,76,44,2016-05-13,20:30,38,0,8414A,"13,1","18,7","24,3","0,0","999,5","1005,2","3,1","10,3"
Deportivo de La Coruña,0,79,74,74,45,Real Madrid,2,86,86,83,99,2016-05-14,17:00,38,0,1387,"12,6","13,2","13,9","2,8","1010,8","1017,5","3,3","8,6"
Granada,0,73,73,74,46,Barcelona,3,91,85,82,109,2016-05-14,17:00,38,0,5530E,"6,8","14,7","22,6","0,0","951,6","954,7","2,2","8,9"
Atlético de Madrid,2,81,80,81,61,Celta de Vigo,0,77,76,76,51,2016-05-14,19:30,38,2,3195,"9,0","14,2","19,3","0,0","938,0","942,4","0,8","6,7"
Athletic Club,3,78,78,78,55,Sevilla,1,79,80,80,50,2016-05-14,19:30,38,2,1082,"13,1","15,4","17,6","4,8","1011,7","1018,6","4,4","11,4"
Málaga,4,75,76,75,34,Las Palmas,1,73,71,70,44,2016-05-15,12:00,38,2,6156X,"15,7","21,4","27,2","0,0","1010,8","1014,5","3,1","7,5"
Espanyol,4,76,75,74,36,Eibar,2,74,73,72,47,2016-05-15,19:00,38,2,0076,"15,0","18,8","22,6","0,0","1015,7","1020,3","3,6","8,9"
Sporting de Gijón,2,73,74,73,38,Villarreal,0,79,79,79,44,2016-05-15,19:30,38,2,1207U,"12,7","15,6","18,4","0,0",-,-,"1,9","7,2"
Betis,2,77,75,75,32,Getafe,1,73,75,74,36,2016-05-15,19:30,38,2,5783,"12,2","19,5","26,8","0,0","1014,2","1017,4","1,7","6,7"
Rayo Vallecano,3,75,75,74,47,Levante,1,76,75,73,36,2016-05-15,19:30,38,2,3195,"13,0","16,6","20,3","0,0","942,1","944,3","1,9","8,3"
